run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,RS_rec_cont.started,RS_rec_cont.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
2,0,2,0,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1748.3124589920044,None,1748.2934105157851,1750.3123650550842,"Ich muss das Buch zurückgeben, das mir ein Freund geliehen hat.",geliehen,1749.6956176519393,1753.3795111179352,1753.7624926328658,1754.7792530059814,1764.896393752098,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_014.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1768.3139820098877,None,1768.294421648979,1770.3133389949799,"Nach einem Match hat sie keine Stimme mehr,  weil sie so laut schreit.",schreit,1769.6967906713485,None,1773.930166697502,None,1784.8974146604537,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_015.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1788.3146300315857,None,1788.2954275369643,1790.3143501281738,Das Auto hatte die Grenze passiert.,passiert,1789.697616791725,1791.9811100959778,1792.3644816637038,1793.3814680576324,1804.8985407114028,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_016.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1808.3153309822083,None,1808.2964176893233,1810.3153340816498,Sie beantwortete meine E-Mail schnell.,beantwortete,1809.6986207723617,None,1812.5322997331618,None,1824.8993866205215,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_017.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1828.3170249462128,None,1828.2974185705184,1830.316330909729,"Wir entschieden uns dafür, mit dem Flugzeug nach Stockholm zu fliegen.",fliegen,1829.6998417139052,1833.9498720169067,1834.3000247240066,None,1844.9004187345504,1845.917200088501,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_018.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1848.284085035324,None,1848.265523648262,1850.2840540409088,Ich kann endlich den Namen dieser französischen Stadt aussprechen.,aussprechen,1849.6672897100448,None,1853.6675626993178,None,1864.8682517766952,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_019.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1868.2856681346893,None,1868.2664286851882,1870.285012960434,Mein Sohn wurde letztes Jahr geboren.,geboren,1869.6682946443557,1872.0184659957886,1872.401912665367,None,1884.869093632698,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_020.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1888.2859609127045,None,1888.267484641075,1890.286015033722,"Er bevorzugt die Farben gelb, orange und rot.",bevorzugt,1889.6693877935409,None,1893.1694736242293,None,1904.870100712776,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_021.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1908.2871050834656,None,1908.2685096025466,1910.2870781421661,Am Geburtstag hat mein Vater mir einen Geschenk geschenkt.,geschenkt,1909.6703686475753,1912.9872560501099,1913.370505785942,None,1924.8710906267165,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_022.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1928.2886469364166,None,1928.2694325208663,1930.2880189418793,Das Schloss liegt innerhalb der Stadtmauern.,liegt,1929.6713587999343,1932.0883059501648,1932.4714517354964,None,1944.8721606492995,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_023.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1948.289057970047,None,1948.2706887483596,1950.2890219688416,In wenigen Minuten erreichen wir Hamburg.,erreichen,1949.6722986459731,None,1952.8724677324294,None,1964.8731746435164,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_024.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,1969.3066430091858,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please remain seated until further instruction via the earphone.,65.19612407684326,None,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
