run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,Cali_de_post_rec_text.text,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.text,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,the_end_text.started,the_end_text.stopped,the_end_text.text,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
3,0,3,0,1,0,1,0,24,0,24,0,,,,,Listen to the question and speak out your answer!,893.7673859596252,None,893.7474715948105,895.7668709754944,Sie müssen vorsichtig die Anleitung für Elektrogeräte lesen.,lesen,895.1502305746078,None,899.3838006734848,None,910.351217675209,911.367702960968,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_024.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_cali_de_post_trial_000.wav,,916.7521381378174,None,916.7281208992003,918.7515091896057,Im Sommer sind die Tage länger als im Winter.,918.1514670848846,None,919.5348617315292,None,None,None,None,None,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_cali_de_post_trial_001.wav,,933.7356491088867,None,933.6996933698654,935.735780954361,Kannst du bitte die Wäsche in die Sonne hängen?,935.1359491348267,None,936.5191885709762,None,949.3197616815567,None,950.7365040779114,None,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_cali_de_post_trial_002.wav,,953.7532820701599,None,953.717261481285,955.7536821365356,"Findest du nicht auch, er hat sich total verändert?",955.1534099578857,None,956.536723780632,None,969.3375896692276,None,970.7541780471802,None,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_cali_de_post_trial_003.wav,,973.7710950374603,None,973.7350155591964,975.7712180614471,Eine Woche hat sieben Tage.,975.1710650920868,None,976.5544685602188,977.5711140632629,989.3217906236648,None,990.7387430667877,None,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_cali_de_post_trial_004.wav,,993.7893040180206,None,993.7527305364608,995.7888331413269,Früher haben in Europa und Asien Neandertaler gelebt.,995.1888091564178,None,996.5722395658493,None,1009.3727585554122,None,1010.7897410392761,None,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_cali_de_post_trial_005.wav,,1013.8071329593658,None,1013.7705115556716,1015.8065459728241,"Wo Rauch ist, ist auch Feuer.",1015.2067301273346,None,1016.5899047136306,1017.6066660881042,1029.3905655622482,None,1030.807363986969,None,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_cali_de_post_trial_006.wav,,1033.8241641521454,None,1033.7881654977798,1035.8243970870972,Der Gipfel von Everset ist der höchste der Welt.,1035.224447965622,None,1036.6076297044754,None,1049.4083265542984,1050.4249999523163,1050.8249771595001,None,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_cali_de_post_trial_007.wav,,1053.842638015747,None,1053.8058504343032,1055.8420059680939,Hier fehlen aber noch ein paar Cent.,1055.2419700622559,None,1056.625387597084,None,1069.4259497404098,None,1070.8427929878235,None,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_cali_de_post_trial_008.wav,,1073.859708070755,None,1073.823623585701,1075.8597249984741,"Ich habe Hunger, was kochst du heute?",1075.2597160339355,None,1076.6430687189102,1077.6598160266876,1089.4437987089157,None,1090.8605871200562,None,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_cali_de_post_trial_009.wav,,1093.8779699802399,None,1093.8413454771041,1095.8773651123047,"Ein Bauer hält auf seinem Tiere wie Kühe, Hühner oder Schweine.",1095.2774171829224,None,1096.6608156442642,None,1109.4615096330642,None,1110.8782670497894,None,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.879860162735,None," This experiment is finished. 
Thanks for your participation.",,,,,,,,,,,,,,,,,,,,,,,,,,
