run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
2,0,2,0,1,0,1,0,19,0,19,0,,,,,,,,,Listen to the question and speak out your answer!,1393.0515270233154,None,1393.0170899391173,1395.0506610870361,Der Vogel flog zurück zu seinem Nest.,flog,1394.4338661909103,None,1397.2673463106155,None,1409.6346713781356,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_019.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,20,0,20,0,,,,,,,,,Listen to the question and speak out your answer!,1413.0854740142822,None,1413.0515145778656,1415.0849559307098,"Wenn Sie mit diesem Produkt nicht zufrieden sind, können wir eine Alternative anbieten.",anbieten,1414.4682733297348,1419.3854360580444,1419.7686142206192,None,1429.6692072629928,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_020.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,21,0,21,0,,,,,,,,,Listen to the question and speak out your answer!,1433.0531640052795,None,1433.0192399978637,1435.0528740882874,"Sie hat den Newsletter abonniert, um weitere Informationen zu erhalten.",abonniert,1434.4026324033737,None,1439.1363083600997,None,1449.6036173582077,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_021.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,22,0,22,0,,,,,,,,,Listen to the question and speak out your answer!,1453.0548179149628,None,1453.0369301080702,1455.0537989139557,Die Kinder haben sich wegen eines Spielzeugs gequält und gestritten.,gestritten,1454.4370683908462,None,1458.770595240593,None,1469.6377302885055,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_022.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,23,0,23,0,,,,,,,,,Listen to the question and speak out your answer!,1473.0552740097046,None,1473.021329975128,1475.0547769069672,"Der Arzt hat gesagt, ich sähe völlig gesund aus.",gesagt,1474.4380783319473,None,1477.90491335392,1478.9215800762177,1489.6222323656082,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_023.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,24,0,24,0,,,,,,,,,Listen to the question and speak out your answer!,1493.0396120548248,None,1493.0055998325347,1495.0391790866852,In Wien tanzt man gerne Walzer.,tanzt,1494.4223882436752,None,1496.8891894102096,None,1509.589937376976,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_024.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,,,,,,,,,,,1514.023521900177,None,,,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please remain seated until further instruction via the earphone.,59.5635290145874,None,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
3,0,3,0,0,0,0,0,0,0,0,0,Please remain seated until further instruction via the earphone.,1567.7430200576782,None,"Please keep relaxed and close your eyes.
",1754.202761888504,1934.2462449073792,1937.5791718959808,None,Listen to the question and speak out your answer!,1958.9141550064087,None,1958.8802206754683,1960.9141900539398,Bald wird in den USA ein neuer Präsident gewählt.,gewählt,1960.2973343610763,None,1963.7974821805954,None,1975.4978353261947,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_03_block_000_trial_000.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
3,0,3,0,0,0,0,0,1,0,1,0,,,,,,,,,Listen to the question and speak out your answer!,1977.915179014206,None,1977.8814378738402,1979.9150049686432,"Ich war begeistert, als ich das Spiel fast gewonnen hätte.",gewonnen,1979.2981724023819,None,1983.2315882921218,1984.2484679222107,1994.498906302452,1995.5155680179596,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_03_block_000_trial_001.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
3,0,3,0,0,0,0,0,2,0,2,0,,,,,,,,,Listen to the question and speak out your answer!,1997.8996040821075,None,1997.8656725168228,1999.8992059230804,Im Mittelalter öffnete das erste Kaufhaus in Europa.,öffnete,1999.2490832090377,2002.8659579753876,2003.2494372606277,None,2014.4500972509384,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_03_block_000_trial_002.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
3,0,3,0,0,0,0,0,3,0,3,0,,,,,,,,,Listen to the question and speak out your answer!,2017.9007019996643,None,2017.8668318748473,2019.9002039432526,Die Milch riecht verdorben.,riecht,2019.283566403389,2020.9336578845978,2021.283592391014,None,2034.484277176857,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_03_block_000_trial_003.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
3,0,3,0,0,0,0,0,4,0,4,0,,,,,,,,,Listen to the question and speak out your answer!,2037.9179100990295,None,2037.88444712162,2039.9179849624634,"Chris hat Zahnschmerzen, aber er fürchtet sich vor dem Zahnarzt.",fürchtet,2039.3012122392654,2043.4514329433441,2043.8015193223953,2044.8181660175323,2054.502055335045,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_03_block_000_trial_004.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
3,0,3,0,0,0,0,0,5,0,5,0,,,,,,,,,Listen to the question and speak out your answer!,2057.9028329849243,None,2057.8688325166704,2059.9022810459137,Die Wissenschaftler aus der Physik heißen Physiker.,heißen,2059.2523383378984,None,2062.885863232613,None,2074.4531063318254,2075.4697959423065,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_03_block_000_trial_005.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
3,0,3,0,0,0,0,0,6,0,6,0,,,,,,,,,Listen to the question and speak out your answer!,2077.903361082077,None,2077.86997089386,2079.903317928314,Ein Regenbogen besteht aus vielen Farben.,besteht,2079.286756205559,None,2082.353396344185,None,2094.4873682737352,2095.5041680336,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_03_block_000_trial_006.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
3,0,3,0,0,0,0,0,7,0,7,0,,,,,,,,,Listen to the question and speak out your answer!,2097.9043090343475,None,2097.8708318233494,2099.904397010803,Das Kleid wird fünfzehn Euro kosten.,kosten,2099.287616181374,2101.7377469539642,2102.087852406502,2103.1045639514923,2114.4884363889696,2115.5052840709686,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_03_block_000_trial_007.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
